,Leader,Leader Unison,Main 2,Unison 2,Main 3,Unison 3,L Weapon,L Soul,2 Weapon,2 Soul,3 Weapon,3 Soul,L4,L5,L6,LU4,LU5,LU6,24,25,26,2U4,2U5,2U6,34,35,36,3U4,3U5,3U6,URL,Date
622,SAzel,XBianca,XMarianne,Yugiri,Nicola,Bianca,Parashu,A Treatise on War,Deimos' Bangle,A Treatise on War,Yata-no-Kagami,Tree of Bronze,0,0,0,1,1,6,0,0,0,6,0,0,1,6,0,6,0,0,"https://eliya-bot.herokuapp.com/comp/dragon_slayer_smr21-lady_summoner_xm20-battle_maid_xm19-yugiri-sorceress_teacher-lady_summoner-axe_0024-book_0004-acce_0018_decay-book_0004-acce_0014_boss_unique-sword_0024_coop@---,005,---,5--,05-,5--.png",2022-06-14 23:26:00
623,ADia,Shuilong,Toraetty,Mizuchi,Suizen,Luciada,Seafang Spear,Encounter,Golova Akuly,Sabre d'Eau,Sabre d'Eau,Sabre d'Eau,0,0,0,6,6,6,0,0,0,0,0,0,1,1,6,0,0,0,"https://eliya-bot.herokuapp.com/comp/sing_android_2halfanv-waterdragon_kunfu-heavenly_three-onmyo_attendant-onmyoji_boy-student_president-spear_0029_raid-sword_0062_storyevent-fist_0029_boss_unique-sword_0037_coop-sword_0037_coop-sword_0037_coop@---,555,---,---,005,---.png",2022-06-14 22:55:00
624,AAlk,Lucille,Enni,Hartlief,Alk,Jin,Smiles of the Forest,blank,blank,blank,blank,blank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/alk_1anv-assistant_boy-fire_shaman-herbalist-alk-black_doctor-main_chapter_orb_1-blank-blank-blank-blank-blank@---,---,---,---,---,---.png",2022-06-14 06:02:00
625,Quinvid,Mech,Illumine,Corinna,Clarte,Dia,Oxhead Axe,PHL Blade,PHL Blade,PHL Blade,Bonds Forged in Flame,PHL Blade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/airship_captain-doctor_machine-illusionist-priest-pbc_operator-sing_android-axe_0012-sword_rare4_phl_blade-sword_rare4_phl_blade-sword_rare4_phl_blade-main_chapter_orb_7-sword_rare4_phl_blade@---,---,---,---,---,---.png",2022-06-11 21:39:00
626,Luna,Love,Selgir,Andy,Londahl,Rebecca,Staff of Grudge,Staff of Grudge,The Book of Pride,The Book of Pride,24/7,The Book of Pride,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/luna-touyakiren_ceo-blindness_gunner-undead_boy-walking_armor-bearish_darkwitch-staff_0034_boss_unique-staff_0034_boss_unique-book_0017_boss_unique-book_0017_boss_unique-staff_rare5_24_7-book_0017_boss_unique@---,---,---,---,---,---.png",2022-06-10 20:03:00
627,Marcus,Mino,Sha Suzu,Beaucy,Botan,Jay,Aegaeon's Axe,blank,Yata-no-Kagami,Yata-no-Kagami,Parashu,Shadowflash Sword,6,6,6,6,6,6,6,6,0,1,6,6,6,0,0,6,0,0,"https://eliya-bot.herokuapp.com/comp/elder_guild_fighter-minotaur_girl-student_gunsmith-heavenly_two-big_gunner-cat_shaman-axe_0025_decay-blank-acce_0014_boss_unique-acce_0014_boss_unique-axe_0024-sword_0019@555,555,55-,055,5--,5--.png",2022-06-10 16:41:00
628,Strina,Tink,Sera,PHelga,Memram,Beaucy,One More Time,One More Time,Gun of Celestial Insight,Gun of Celestial Insight,Ancestral Claw,Gun of Celestial Insight,0,0,0,1,6,6,6,6,6,1,6,0,0,0,0,6,0,0,"https://eliya-bot.herokuapp.com/comp/cyber_battergirl-general_toyakiren-machine_police_girl-dog_slasher_proud-horn_leader-heavenly_two-bow_0025_raid-bow_0025_raid-gun_0011_score-gun_0011_score-fist_0019_boss_unique-gun_0011_score@---,055,555,05-,---,5--.png",2022-06-10 02:32:00
629,VNate,Bulleta,HLyra,Lyra,Razelt,SInaho,Lightcrest Crown,Positron Shooter,Hyperion Bow,Trick or Claw,Noblige,Noblige,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,"https://eliya-bot.herokuapp.com/comp/hero_girl_vt22-combat_soldier-neoviolin_musician_hw21-neoviolin_musician-prince_zero-fox_oracle_smr21-acce_0024_raid_revival-gun_rare5_positron_shooter-bow_0026_decay-fist_0024_raid-fist_0036-fist_0036@---,555,555,555,555,555.png",2022-06-10 01:20:00
630,Prika,Yuna,Fiora,Phi Nonoa,Rinkarina,Fuku,Violet Storm,Violet Storm,Ancestral Claw,Ancestral Claw,Nurarihyon,Ancestral Claw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/fake_princess-twin_blader-fortuneteller-conjurer_girl-scissor_ratgirl-warashi-sword_0044_storyevent-sword_0044_storyevent-fist_0019_boss_unique-fist_0019_boss_unique-main_chapter_orb_6-fist_0019_boss_unique@---,---,---,---,---,---.png",2022-06-10 00:28:00
631,Bulleta,Tink,SInaho,Lyra,HLyra,XBianca,Durendal,Ukonvasara,Aeolian Bow,Uninscribed Bow,Bonds Forged in Flame,Trick or Claw,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,"https://eliya-bot.herokuapp.com/comp/combat_soldier-general_toyakiren-fox_oracle_smr21-neoviolin_musician-neoviolin_musician_hw21-lady_summoner_xm20-sword_0005-axe_0008-bow_0009-bow_0001-main_chapter_orb_7-fist_0024_raid@555,555,555,555,555,555.png",2022-06-09 22:47:00
632,Telluna,Rams,Elegia,Sha Suzu,Rinkarina,Jay,Parashu,Whitetail's Axe,Lost Tome of Archeus,Lost Tome of Archeus,Nurarihyon,Lost Tome of Archeus,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/electro_girl-thunder_dragon-spanner_girl-student_gunsmith-scissor_ratgirl-cat_shaman-axe_0024-axe_0017-book_0028_storyevent-book_0028_storyevent-main_chapter_orb_6-book_0028_storyevent@555,---,---,---,---,---.png",2022-06-09 21:51:00
633,Quade,Rolf,Marina,XBianca,NYLevy,Kikuno,Gauntlet of the Ancient King,Gauntlet of the Ancient King,Spear of the Ancient King,Gauntlet of the Ancient King,Rame Flamme,Gauntlet of the Ancient King,0,0,0,6,6,6,1,6,6,6,6,6,6,6,6,0,0,0,"https://eliya-bot.herokuapp.com/comp/magical_bayonetter-black_wolf_knight-pirates_girl-lady_summoner_xm20-shapely_soldier_ny22-compliment_oiran-fist_0017_boss_unique-fist_0017_boss_unique-spear_0020_boss_unique-fist_0017_boss_unique-sword_0054_coop-fist_0017_boss_unique@---,555,055,555,555,---.png",2022-06-09 18:25:00
634,HSelgir,Primula,Hildegard,AShion,Subaru,Carla,Grief Scythe,Staff of Grudge,The Book of Pride,The Book of Pride,Camp Knife,Camp Knife,6,6,6,0,0,0,0,0,0,6,6,6,1,1,1,0,0,0,"https://eliya-bot.herokuapp.com/comp/blindness_gunner_1halfanv-blackflower_wiz-estateguild_leader-informant_2anv-subaru-cursed_girl-axe_0037-staff_0034_boss_unique-book_0017_boss_unique-book_0017_boss_unique-sword_0053-sword_0053@555,---,---,555,000,---.png",2022-06-09 09:09:00
635,Hartlief,Estariel,Nevia,Jester,Kate,Fluffy,Yata-no-Kagami,Yata-no-Kagami,Death's Tomb,Death's Tomb,Acid Sky,Aero Heavy Bow,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"https://eliya-bot.herokuapp.com/comp/herbalist-elf_princess-beast_shaman-trap_errand-gang_girl-combat_animal-acce_0014_boss_unique-acce_0014_boss_unique-book_0016_boss_unique-book_0016_boss_unique-sword_0064_raid-bow_0028_boss_unique@00-,000,000,000,000,000.png",2022-06-08 19:44:00
636,AMarina,Kannon,Rinne,Rolf,Nicola,XBianca,Flamewing Bow,Shield of the Ideal King,Yata-no-Kagami,Yata-no-Kagami,Deimos' Bangle,Flamewing Bow,6,6,6,6,6,6,0,0,0,0,0,0,6,6,6,6,6,6,"https://eliya-bot.herokuapp.com/comp/pirates_girl_2anv-red_gunner-psychic_tomboygirl-black_wolf_knight-sorceress_teacher-lady_summoner_xm20-bow_0019_raid-shield_0026_storyevent-acce_0014_boss_unique-acce_0014_boss_unique-acce_0018_decay-bow_0019_raid@555,555,---,---,555,555.png",2022-06-08 10:29:00
637,SGerard,Bonnie,Saar,Azel,Suizen,XBianca,Parashu,Blaugandr,Blaugandr,Blaugandr,Yata-no-Kagami,Blaugandr,6,6,0,6,6,6,0,0,0,0,0,0,1,1,6,6,6,0,"https://eliya-bot.herokuapp.com/comp/unicorn_lancer_smr20-bee_girl-deepsea_mage-dragon_slayer-onmyoji_boy-lady_summoner_xm20-axe_0024-staff_0025-staff_0025-staff_0025-acce_0014_boss_unique-staff_0025@55-,555,---,---,005,55-.png",2022-06-07 16:53:00
638,ADia,Nate,Luciada,Kaiyu,Seiji,Sohvi,Encounter,Empty Bastion,Empty Bastion,Empty Bastion,Victorious,Empty Bastion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/sing_android_2halfanv-hero_girl-student_president-depraved_monk-psychic_seiji-psycho_reaper-sword_0062_storyevent-fist_0021_storyevent-fist_0021_storyevent-fist_0021_storyevent-sword_0063_storyevent-fist_0021_storyevent@---,---,---,---,---,---.png",2022-06-07 15:31:00
639,AMarina,Zeta,Rinne,Bianca,Nicola,XBianca,Parashu,Shield of the Ideal King,Yata-no-Kagami,Heatwave Blade,Deimos' Bangle,Deimos' Bangle,6,6,6,6,6,6,0,0,0,1,0,0,6,6,6,6,6,6,"https://eliya-bot.herokuapp.com/comp/pirates_girl_2anv-zeta-psychic_tomboygirl-lady_summoner-sorceress_teacher-lady_summoner_xm20-axe_0024-shield_0026_storyevent-acce_0014_boss_unique-sword_0035-acce_0018_decay-acce_0018_decay@555,555,---,0--,555,555.png",2022-06-07 13:30:00
640,Hartlief,Estariel,Nevia,Jester,Fluffy,WSchult,Yata-no-Kagami,Yata-no-Kagami,Death's Tomb,Woodsprite Greatsword,Acid Sky,Aero Heavy Bow,6,6,6,6,6,0,6,6,6,0,0,0,6,6,6,0,0,0,"https://eliya-bot.herokuapp.com/comp/herbalist-elf_princess-beast_shaman-trap_errand-combat_animal-wind_dragon_wt22-acce_0014_boss_unique-acce_0014_boss_unique-book_0016_boss_unique-sword_0014-sword_0064_raid-bow_0028_boss_unique@555,55-,555,---,555,---.png",2022-06-06 23:23:00
641,ALiam,Luna,Hildegard,Andy,Londahl,Subaru,Staff of Grudge,Staff of Grudge,Osiris's Crook,The Book of Pride,The Book of Pride,The Book of Pride,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,"https://eliya-bot.herokuapp.com/comp/warlock_2halfanv-luna-estateguild_leader-undead_boy-walking_armor-subaru-staff_0034_boss_unique-staff_0034_boss_unique-staff_0037_decay-book_0017_boss_unique-book_0017_boss_unique-book_0017_boss_unique@---,000,---,000,000,000.png",2022-06-06 19:37:00
642,AToria,Bianca,Pishika,Marnie,Maihime,AAlk,Gauntlet of the Ancient King,Gauntlet of the Ancient King,Spear of the Ancient King,Festival's Secrets,Festival's Secrets,Festival's Secrets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/halberd_princess_2halfanv-lady_summoner-nurse_pirate-pretty_witch-naginata_girl-alk_1anv-fist_0017_boss_unique-fist_0017_boss_unique-spear_0020_boss_unique-book_0036_storyevent-book_0036_storyevent-book_0036_storyevent@---,---,---,---,---,---.png",2022-06-05 14:16:00
643,Quade,Noenne,Vagner,NYLuluca,Rolf,VReticia,Haniclitus,Gauntlet of the Ancient King,Spear of the Ancient King,Gauntlet of the Ancient King,Rame Flamme,Gauntlet of the Ancient King,0,0,0,1,1,6,1,6,0,0,0,0,1,1,6,0,0,0,"https://eliya-bot.herokuapp.com/comp/magical_bayonetter-heavenly_one-fire_dragon-reporter_ny20-black_wolf_knight-tsundere_bountyhunter_vt22-spear_0034_haniwa-fist_0017_boss_unique-spear_0020_boss_unique-fist_0017_boss_unique-sword_0054_coop-fist_0017_boss_unique@---,005,05-,---,005,---.png",2022-06-04 19:22:00
644,ADia,Nate,Luciada,Liesel,Mizuchi,Faroro,Seafang Spear,Golova Akuly,Golova Akuly,Golova Akuly,Victorious,Golova Akuly,0,0,0,6,6,0,0,0,0,1,6,6,1,6,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/sing_android_2halfanv-hero_girl-student_president-bishop_girl-onmyo_attendant-innocent_glaiver-spear_0029_raid-fist_0029_boss_unique-fist_0029_boss_unique-fist_0029_boss_unique-sword_0063_storyevent-fist_0029_boss_unique@---,55-,---,055,05-,---.png",2022-06-04 16:44:00
645,Mordiaga,Nate,Luciada,Liesel,Seiji,Kaiyu,Encounter,Encounter,Shell of the Deep,Empty Bastion,Empty Bastion,Empty Bastion,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/desert_wizard-hero_girl-student_president-bishop_girl-psychic_seiji-depraved_monk-sword_0062_storyevent-sword_0062_storyevent-shield_0018_boss_unique-fist_0021_storyevent-fist_0021_storyevent-fist_0021_storyevent@000,000,---,---,---,---.png",2022-06-04 16:17:00
646,AToria,Lilial,Maihime,Nicola,Enni,Pishika,Bident of Stardust,Bident of Stardust,Spear of the Ancient King,Festival's Secrets,Festival's Secrets,Festival's Secrets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/halberd_princess_2halfanv-alchemist-naginata_girl-sorceress_teacher-fire_shaman-nurse_pirate-spear_0037_newbie-spear_0037_newbie-spear_0020_boss_unique-book_0036_storyevent-book_0036_storyevent-book_0036_storyevent@---,---,---,---,---,---.png",2022-06-04 15:37:00
647,Lyra,Tink,HLyra,SInaho,Bulleta,XBianca,Durendal,Ukonvasara,Aeolian Bow,Trick or Claw,Bonds Forged in Flame,Trick or Claw,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,"https://eliya-bot.herokuapp.com/comp/neoviolin_musician-general_toyakiren-neoviolin_musician_hw21-fox_oracle_smr21-combat_soldier-lady_summoner_xm20-sword_0005-axe_0008-bow_0009-fist_0024_raid-main_chapter_orb_7-fist_0024_raid@555,555,555,555,555,555.png",2022-06-04 15:18:00
648,Quade,Marina,Rolf,Kikuno,blank,Noenne,Haniclitus,Gauntlet of the Ancient King,Gauntlet of the Ancient King,Gauntlet of the Ancient King,Rame Flamme,Gauntlet of the Ancient King,6,6,0,0,0,0,0,0,0,1,1,6,0,0,0,1,1,6,"https://eliya-bot.herokuapp.com/comp/magical_bayonetter-pirates_girl-black_wolf_knight-compliment_oiran-blank-heavenly_one-spear_0034_haniwa-fist_0017_boss_unique-fist_0017_boss_unique-fist_0017_boss_unique-sword_0054_coop-fist_0017_boss_unique@55-,---,---,005,---,005.png",2022-06-04 13:58:00
649,HAmelia,Themis,Rakisha,Cipher,Shuilong,Rem,Oxhead Axe,Oxhead Axe,Juturna's Fan,Juturna's Fan,Parashu,Blaugandr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/mermaid_1halfanv-justice_lady-drawing_witch-ice_witch-waterdragon_kunfu-rem-axe_0012-axe_0012-sword_0042_decay-sword_0042_decay-axe_0024-staff_0025@---,---,---,---,---,---.png",2022-06-04 13:28:00
650,Themis,NYEllya,Toraetty,Luciada,ADia,Trista,Encounter,Encounter,Juturna's Fan,Empty Bastion,Golova Akuly,A Pirate's Life for Me,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,6,1,6,"https://eliya-bot.herokuapp.com/comp/justice_lady-lightbullet_wiz_ny20-heavenly_three-student_president-sing_android_2halfanv-urban_soldier-sword_0062_storyevent-sword_0062_storyevent-sword_0042_decay-fist_0021_storyevent-fist_0029_boss_unique-book_0019_coop@---,500,---,---,---,505.png",2022-06-03 15:03:00
651,Dia,SMarina,blank,Liesel,Sohvi,Mordiaga,Seafang Spear,Encounter,Golova Akuly,Empty Bastion,Empty Bastion,Empty Bastion,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,"https://eliya-bot.herokuapp.com/comp/sing_android-pirates_girl_smr20-blank-bishop_girl-psycho_reaper-desert_wizard-spear_0029_raid-sword_0062_storyevent-fist_0029_boss_unique-fist_0021_storyevent-fist_0021_storyevent-fist_0021_storyevent@---,000,---,000,000,000.png",2022-06-03 00:07:00
652,Dia,Nate,Luciada,Samantha,Façon,Blue Blobble,Bident of Stardust,Victorious,Calvary Gun of Stardust,Victorious,Victorious,Victorious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/sing_android-hero_girl-student_president-little_shaman-stylish_witch-slango_blue-spear_0037_newbie-sword_0063_storyevent-gun_0016_newbie-sword_0063_storyevent-sword_0063_storyevent-sword_0063_storyevent@---,---,---,---,---,---.png",2022-06-02 18:17:00
653,blank,Marina,Noenne,XBianca,Quade,Kikuno,Haniclitus,Predator,Rame Flamme,Spear of the Ancient King,Spear of the Ancient King,Gauntlet of the Ancient King,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,"https://eliya-bot.herokuapp.com/comp/blank-pirates_girl-heavenly_one-lady_summoner_xm20-magical_bayonetter-compliment_oiran-spear_0034_haniwa-bow_0016-sword_0054_coop-spear_0020_boss_unique-spear_0020_boss_unique-fist_0017_boss_unique@---,555,555,555,555,---.png",2022-06-02 14:23:00
654,Rolf,SMia,Quade,XBianca,Vagner,Noenne,Haniclitus,Gauntlet of the Ancient King,Gauntlet of the Ancient King,Gauntlet of the Ancient King,Spear of the Ancient King,Gauntlet of the Ancient King,1,1,6,1,1,6,0,0,0,0,0,0,1,6,0,1,1,6,"https://eliya-bot.herokuapp.com/comp/black_wolf_knight-tiger_treasure_hunter_smr20-magical_bayonetter-lady_summoner_xm20-fire_dragon-heavenly_one-spear_0034_haniwa-fist_0017_boss_unique-fist_0017_boss_unique-fist_0017_boss_unique-spear_0020_boss_unique-fist_0017_boss_unique@005,005,---,---,05-,005.png",2022-06-02 09:04:00
655,Dia,Themis,Toraetty,Mizuchi,Suizen,Luciada,Spine of the Deep,Stormarcana,Golova Akuly,Stormarcana,Stormarcana,Stormarcana,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,"https://eliya-bot.herokuapp.com/comp/sing_android-justice_lady-heavenly_three-onmyo_attendant-onmyoji_boy-student_president-sword_0025_boss_unique-sword_0061-fist_0029_boss_unique-sword_0061-sword_0061-sword_0061@---,---,---,---,005,---.png",2022-06-02 05:15:00
656,Vagner,Rolf,Quade,XBianca,Levy,Noenne,Stitch the Bear,Gauntlet of the Ancient King,Rame Flamme,Gauntlet of the Ancient King,Senji Ryakketsu,Gauntlet of the Ancient King,6,6,6,6,6,6,0,0,0,6,6,6,2,2,2,0,0,0,"https://eliya-bot.herokuapp.com/comp/fire_dragon-black_wolf_knight-magical_bayonetter-lady_summoner_xm20-shapely_soldier-heavenly_one-axe_0035_boss_unique-fist_0017_boss_unique-sword_0054_coop-fist_0017_boss_unique-book_0009-fist_0017_boss_unique@555,555,---,555,111,---.png",2022-06-02 04:22:00
657,SEclair,Marina,Quade,Noenne,Toria,NYLuluca,Haniclitus,Gauntlet of the Ancient King,Spear of the Ancient King,Gauntlet of the Ancient King,Gauntlet of the Ancient King,Gauntlet of the Ancient King,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,6,6,6,"https://eliya-bot.herokuapp.com/comp/bodysuit_trooper_smr21-pirates_girl-magical_bayonetter-heavenly_one-halberd_princess-reporter_ny20-spear_0034_haniwa-fist_0017_boss_unique-spear_0020_boss_unique-fist_0017_boss_unique-fist_0017_boss_unique-fist_0017_boss_unique@555,555,555,555,---,555.png",2022-06-02 02:30:00
658,Themis,Faroro,ADia,Luciada,Toraetty,Cipher,Seafang Spear,Victorious,The Spear of Gluttony,Victorious,Golova Akuly,Victorious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/justice_lady-innocent_glaiver-sing_android_2halfanv-student_president-heavenly_three-ice_witch-spear_0029_raid-sword_0063_storyevent-spear_0021_boss_unique-sword_0063_storyevent-fist_0029_boss_unique-sword_0063_storyevent@---,---,---,---,---,---.png",2022-06-01 12:45:00
659,SEclair,Vagner,Noenne,XBianca,Quade,Rolf,Gauntlet of the Ancient King,Gauntlet of the Ancient King,Rame Flamme,Spear of the Ancient King,Spear of the Ancient King,Gauntlet of the Ancient King,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,"https://eliya-bot.herokuapp.com/comp/bodysuit_trooper_smr21-fire_dragon-heavenly_one-lady_summoner_xm20-magical_bayonetter-black_wolf_knight-fist_0017_boss_unique-fist_0017_boss_unique-sword_0054_coop-spear_0020_boss_unique-spear_0020_boss_unique-fist_0017_boss_unique@555,555,555,555,555,555.png",2022-06-01 12:09:00
660,NYLevy,Rolf,Marina,Kikuno,Quade,Noenne,Haniclitus,Gauntlet of the Ancient King,Spear of the Ancient King,The Book of Lies,Gauntlet of the Ancient King,Gauntlet of the Ancient King,0,0,0,0,0,0,6,6,6,1,1,6,6,6,6,6,6,6,"https://eliya-bot.herokuapp.com/comp/shapely_soldier_ny22-black_wolf_knight-pirates_girl-compliment_oiran-magical_bayonetter-heavenly_one-spear_0034_haniwa-fist_0017_boss_unique-spear_0020_boss_unique-book_0005-fist_0017_boss_unique-fist_0017_boss_unique@---,---,555,005,555,555.png",2022-06-01 12:08:00
661,Toria,Rolf,Vagner,Kikuno,Levy,Noenne,Spear of the Ancient King,Gauntlet of the Ancient King,Rame Flamme,Gauntlet of the Ancient King,Gauntlet of the Ancient King,Gauntlet of the Ancient King,0,0,0,6,6,6,6,6,6,1,1,6,1,6,6,1,1,6,"https://eliya-bot.herokuapp.com/comp/halberd_princess-black_wolf_knight-fire_dragon-compliment_oiran-shapely_soldier-heavenly_one-spear_0020_boss_unique-fist_0017_boss_unique-sword_0054_coop-fist_0017_boss_unique-fist_0017_boss_unique-fist_0017_boss_unique@---,555,555,005,055,005.png",2022-06-01 06:02:00
662,SEclair,Rolf,Vagner,Kikuno,AToria,Noenne,Gauntlet of the Ancient King,Gauntlet of the Ancient King,Rame Flamme,Gauntlet of the Ancient King,Spear of the Ancient King,Gauntlet of the Ancient King,1,1,6,0,0,0,6,6,0,1,1,6,0,0,0,1,1,6,"https://eliya-bot.herokuapp.com/comp/bodysuit_trooper_smr21-black_wolf_knight-fire_dragon-compliment_oiran-halberd_princess_2halfanv-heavenly_one-fist_0017_boss_unique-fist_0017_boss_unique-sword_0054_coop-fist_0017_boss_unique-spear_0020_boss_unique-fist_0017_boss_unique@005,---,55-,005,---,005.png",2022-06-01 01:10:00
663,SEclair,Rolf,Quade,Noenne,Marina,XBianca,Haniclitus,Gauntlet of the Ancient King,Gauntlet of the Ancient King,Gauntlet of the Ancient King,Rame Flamme,Gauntlet of the Ancient King,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/bodysuit_trooper_smr21-black_wolf_knight-magical_bayonetter-heavenly_one-pirates_girl-lady_summoner_xm20-spear_0034_haniwa-fist_0017_boss_unique-fist_0017_boss_unique-fist_0017_boss_unique-sword_0054_coop-fist_0017_boss_unique@---,---,---,---,---,---.png",2022-05-31 18:33:00
664,Hanabi,Alice,Faroro,Kamaitachi,Shroombo,Marnie,blank,blank,blank,blank,blank,blank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/kunoichi-alice-innocent_glaiver-fox-kinoko-pretty_witch-blank-blank-blank-blank-blank-blank@---,---,---,---,---,---.png",2022-05-30 20:00:00
665,Bonnie,Murakumo,Renoir,Owlbert,Sha Suzu,XNimbus,Parashu,Thor's Hammer,A Treatise on War,Yata-no-Kagami,Yata-no-Kagami,Yata-no-Kagami,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/bee_girl-katana_ghost-fox_scientist-owl-student_gunsmith-white_tiger_xm20-axe_0024-axe_0009-book_0004-acce_0014_boss_unique-acce_0014_boss_unique-acce_0014_boss_unique@05-,---,---,---,---,---.png",2022-05-29 20:57:00
666,SMia,SEclair,Vagner,XBianca,Quade,NYLuluca,Stitch the Bear,Gauntlet of the Ancient King,Gauntlet of the Ancient King,Gauntlet of the Ancient King,Rame Flamme,Gauntlet of the Ancient King,1,1,6,1,1,6,1,6,0,0,0,0,6,6,0,6,6,0,"https://eliya-bot.herokuapp.com/comp/tiger_treasure_hunter_smr20-bodysuit_trooper_smr21-fire_dragon-lady_summoner_xm20-magical_bayonetter-reporter_ny20-axe_0035_boss_unique-fist_0017_boss_unique-fist_0017_boss_unique-fist_0017_boss_unique-sword_0054_coop-fist_0017_boss_unique@005,005,05-,---,55-,55-.png",2022-05-26 23:00:00
667,Fluffy,Celtie,Estariel,XBianca,Nevia,Jester,Parashu,Haniximenes,Yata-no-Kagami,Yata-no-Kagami,The Spear of Gluttony,Death's Tomb,6,6,6,6,6,0,6,6,6,6,6,0,6,6,6,0,0,0,"https://eliya-bot.herokuapp.com/comp/combat_animal-wind_spgirl-elf_princess-lady_summoner_xm20-beast_shaman-trap_errand-axe_0024-book_0027_haniwa-acce_0014_boss_unique-acce_0014_boss_unique-spear_0021_boss_unique-book_0016_boss_unique@555,55-,555,55-,555,---.png",2022-05-25 15:17:00
668,Phiria,Estariel,Nevia,Hartlief,Fluffy,Celtie,Death's Tomb,Death's Tomb,Yata-no-Kagami,Death's Tomb,Parashu,Haniximenes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://eliya-bot.herokuapp.com/comp/wind_oracle-elf_princess-beast_shaman-herbalist-combat_animal-wind_spgirl-book_0016_boss_unique-book_0016_boss_unique-acce_0014_boss_unique-book_0016_boss_unique-axe_0024-book_0027_haniwa@---,---,---,---,---,---.png",2022-05-25 14:57:00
669,Tect,Regis,Rudy,Strina,SIllumine,Tor Leleni,Parashu,One More Time,Ancestral Staff,Hanihagama,Yata-no-Kagami,Hanihagama,0,0,0,6,6,6,6,6,6,0,0,0,6,6,6,6,6,6,"https://eliya-bot.herokuapp.com/comp/super_robot-rec_android-lady_android-cyber_battergirl-illusionist_smr20-little_wizard-axe_0024-bow_0025_raid-spear_0023_boss_unique-axe_0038_haniwa-acce_0014_boss_unique-axe_0038_haniwa@---,555,555,---,555,555.png",2022-05-25 14:44:00
670,SBelsidia,Edita,HRenoir,Jay,Sha Suzu,Renoir,Aegaeon's Axe,Hanipaneus,Hanihagama,Electric Dagger,Electric Dagger,Electric Dagger,6,6,6,6,6,6,6,6,6,2,1,6,6,6,6,6,6,6,"https://eliya-bot.herokuapp.com/comp/dimension_witch_smr20-punk_warrior-fox_scientist_hw20-cat_shaman-student_gunsmith-fox_scientist-axe_0025_decay-sword_0046_haniwa-axe_0038_haniwa-sword_0027-sword_0027-sword_0027@555,555,555,105,555,555.png",2022-05-24 08:09:00
